row_index,source,year,dat_score,between_unit_posaware,uniqueness_human_agnostic,in_reference_pool
1817,olson_pnas2021,2022,76.912735,78.947527,,1
1818,olson_pnas2021,2022,78.914795,,,0
1819,olson_pnas2021,2022,89.094246,84.328994,84.792375,0
1820,olson_pnas2021,2022,87.916039,82.113903,,1
1821,olson_pnas2021,2022,90.973824,90.152948,,1
1822,olson_pnas2021,2022,80.718201,79.628150,79.174996,0
1823,olson_pnas2021,2022,83.033943,82.128038,81.657296,0
1824,olson_pnas2021,2022,88.321182,97.762817,97.737983,0
1825,olson_pnas2021,2022,76.417816,77.889545,77.936566,0
1826,olson_pnas2021,2022,79.564011,78.952071,,1
1827,olson_pnas2021,2022,64.465820,80.527302,80.606528,0
1828,olson_pnas2021,2022,91.550842,,,0
1829,olson_pnas2021,2022,76.428947,77.968663,77.686293,0
1830,olson_pnas2021,2022,71.726250,79.753029,79.664860,0
1831,olson_pnas2021,2022,72.393127,76.245821,,1
1832,olson_pnas2021,2022,80.702171,79.895545,80.248976,0
1833,olson_pnas2021,2022,75.230324,78.910311,,1
1834,olson_pnas2021,2022,51.109390,74.287284,,1
1835,olson_pnas2021,2022,76.745842,77.332790,78.484709,0
1836,olson_pnas2021,2022,81.230309,80.581159,,1
1837,olson_pnas2021,2022,75.182350,76.873535,77.372415,0
1838,olson_pnas2021,2022,63.967819,74.599313,,1
1839,olson_pnas2021,2022,53.237988,82.874317,81.989593,0
1840,olson_pnas2021,2022,78.170082,77.191121,78.279252,0
1841,olson_pnas2021,2022,84.006073,82.800127,82.799717,0
1842,olson_pnas2021,2022,85.077980,83.589361,,1
1843,olson_pnas2021,2022,74.948738,79.192029,,1
1844,olson_pnas2021,2022,86.019165,82.171424,,1
1845,olson_pnas2021,2022,77.370415,79.390607,,1
1846,olson_pnas2021,2022,88.217911,89.100755,,1
1847,olson_pnas2021,2022,74.773033,80.898666,80.182445,0
1848,olson_pnas2021,2022,74.670830,76.941073,,1
1849,olson_pnas2021,2022,76.981255,77.726178,78.514869,0
1850,olson_pnas2021,2022,79.347565,79.646868,,1
1851,olson_pnas2021,2022,81.191322,80.022758,,1
1852,olson_pnas2021,2022,73.412903,77.492749,,1
1853,olson_pnas2021,2022,80.115997,79.956030,80.753802,0
1854,olson_pnas2021,2022,79.986290,78.469697,79.153977,0
1855,olson_pnas2021,2022,78.147110,79.086864,,1
1856,olson_pnas2021,2022,84.501633,82.172341,,1
1857,olson_pnas2021,2022,89.746696,86.137146,86.213064,0
1858,olson_pnas2021,2022,89.643356,84.319895,,1
1859,olson_pnas2021,2022,84.160217,80.678247,81.578860,0
1860,olson_pnas2021,2022,76.290688,80.945003,80.563906,0
1861,olson_pnas2021,2022,74.303345,78.472212,,1
1862,olson_pnas2021,2022,80.387932,80.154216,80.134915,0
1863,olson_pnas2021,2022,76.556587,82.454886,82.044697,0
1864,olson_pnas2021,2022,84.529144,81.691127,,1
1865,olson_pnas2021,2022,83.795654,81.482847,,1
1866,olson_pnas2021,2022,81.180801,82.442928,83.194194,0
1867,olson_pnas2021,2022,83.422089,79.802148,,1
1868,olson_pnas2021,2022,87.450302,83.464490,83.416595,0
1869,olson_pnas2021,2022,74.534843,78.772479,,1
1870,olson_pnas2021,2022,76.822380,77.885197,,1
1871,olson_pnas2021,2022,86.704033,82.550204,83.133664,0
1872,olson_pnas2021,2022,86.112854,85.773007,,1
1873,olson_pnas2021,2022,76.479355,76.916010,,1
1874,olson_pnas2021,2022,66.299530,76.503750,,1
1875,olson_pnas2021,2022,80.826103,80.376475,81.288158,0
1876,olson_pnas2021,2022,80.362480,78.962940,79.839715,0
1877,olson_pnas2021,2022,92.789047,89.372809,90.339697,0
1878,olson_pnas2021,2022,82.286484,81.117186,,1
1879,olson_pnas2021,2022,76.405510,78.481381,78.078485,0
1880,olson_pnas2021,2022,84.020149,80.567379,,1
1881,olson_pnas2021,2022,73.144707,78.839833,79.056572,0
1882,olson_pnas2021,2022,82.648346,79.821035,81.969155,0
1883,olson_pnas2021,2022,79.670433,81.555911,82.127891,0
1884,olson_pnas2021,2022,59.402378,78.081042,77.561947,0
1885,olson_pnas2021,2022,86.825668,83.229427,,1
1886,olson_pnas2021,2022,83.128098,79.909893,,1
1887,olson_pnas2021,2022,74.933968,76.746351,77.601791,0
1888,olson_pnas2021,2022,74.894821,76.912592,76.954547,0
1889,olson_pnas2021,2022,75.370644,77.930442,78.323375,0
1890,olson_pnas2021,2022,82.115776,80.584834,,1
1891,olson_pnas2021,2022,77.909431,78.344321,79.342369,0
1892,olson_pnas2021,2022,77.696404,78.188482,78.122159,0
1893,olson_pnas2021,2022,86.324638,83.051759,83.569111,0
1894,olson_pnas2021,2022,85.539803,83.898071,85.310504,0
1895,olson_pnas2021,2022,81.631348,79.353915,,1
1896,olson_pnas2021,2022,84.638504,81.993917,81.851050,0
1897,olson_pnas2021,2022,82.511086,81.679081,81.524930,0
1898,olson_pnas2021,2022,81.731079,81.681965,,1
1899,olson_pnas2021,2022,82.063934,80.237685,80.147510,0
1900,olson_pnas2021,2022,74.861900,80.638495,80.221017,0
1901,olson_pnas2021,2022,78.514084,78.011435,79.095927,0
1902,olson_pnas2021,2022,84.799644,86.691350,,1
1903,olson_pnas2021,2022,77.546448,77.786953,,1
1904,olson_pnas2021,2022,91.109863,88.073941,88.299071,0
1905,olson_pnas2021,2022,70.678017,76.883141,77.357052,0
1906,olson_pnas2021,2022,83.056038,80.002078,80.655929,0
1907,olson_pnas2021,2022,73.564384,87.906258,87.538446,0
1908,olson_pnas2021,2022,77.876244,80.207495,79.140818,0
1909,olson_pnas2021,2022,75.108788,81.237420,81.034043,0
1910,olson_pnas2021,2022,75.318741,79.777947,79.425761,0
1911,olson_pnas2021,2022,78.832489,77.749321,,1
1912,olson_pnas2021,2022,79.412109,80.632710,80.788399,0
1913,olson_pnas2021,2022,79.128174,87.763584,,1
1914,olson_pnas2021,2022,72.154007,76.466666,76.810533,0
1915,olson_pnas2021,2022,80.853584,80.452084,80.350698,0
1916,olson_pnas2021,2022,84.945160,80.554672,81.940034,0
1917,olson_pnas2021,2022,73.951843,78.375109,78.103497,0
1918,olson_pnas2021,2022,83.185905,80.893075,81.390507,0
1919,olson_pnas2021,2022,73.114769,76.883178,,1
1920,olson_pnas2021,2022,75.013939,79.748225,,1
1921,olson_pnas2021,2022,78.699600,78.394322,78.517546,0
1922,olson_pnas2021,2022,83.833725,82.485949,82.389569,0
1923,olson_pnas2021,2022,83.405113,80.203844,,1
1924,olson_pnas2021,2022,76.387527,77.437665,78.278288,0
1925,olson_pnas2021,2022,89.209839,85.812316,,1
1926,olson_pnas2021,2022,75.197014,79.191741,79.233858,0
1927,olson_pnas2021,2022,73.948296,79.282880,78.937639,0
1928,olson_pnas2021,2022,69.521729,76.385455,,1
1929,olson_pnas2021,2022,67.386177,77.339395,,1
1930,olson_pnas2021,2022,73.825722,78.235091,77.914776,0
1931,olson_pnas2021,2022,80.348763,83.163848,,1
1932,olson_pnas2021,2022,84.828278,78.903317,80.553921,0
1933,olson_pnas2021,2022,83.200142,77.291840,78.599537,0
1934,olson_pnas2021,2022,56.578018,73.463334,,1
1935,olson_pnas2021,2022,74.125015,80.639078,81.884758,0
1936,olson_pnas2021,2022,78.558525,77.791300,78.015676,0
1937,olson_pnas2021,2022,84.956917,82.589460,82.709120,0
1938,olson_pnas2021,2022,50.734795,77.299576,77.470205,0
1939,olson_pnas2021,2022,79.085732,83.193578,,1
1940,olson_pnas2021,2022,78.085327,80.304346,,1
1941,olson_pnas2021,2022,83.780167,79.454616,,1
1942,olson_pnas2021,2022,75.020363,79.249957,,1
1943,olson_pnas2021,2022,81.311943,81.324812,81.768012,0
1944,olson_pnas2021,2022,88.805511,85.848248,,1
1945,olson_pnas2021,2022,66.249359,75.809518,,1
1946,olson_pnas2021,2022,85.831291,83.107645,83.061743,0
1947,olson_pnas2021,2022,80.592873,80.831568,,1
1948,olson_pnas2021,2022,76.371071,78.542314,78.712219,0
1949,olson_pnas2021,2022,78.286964,79.349764,78.760173,0
1950,olson_pnas2021,2022,76.398415,78.886856,80.654865,0
1951,olson_pnas2021,2022,86.882957,83.697501,,1
1952,olson_pnas2021,2022,63.845856,79.927893,79.524306,0
1953,olson_pnas2021,2022,73.036346,78.026259,77.878585,0
1954,olson_pnas2021,2022,81.203964,79.438218,80.384108,0
1955,olson_pnas2021,2022,94.267448,88.528752,88.910276,0
1956,olson_pnas2021,2022,77.819878,78.798923,78.778719,0
1957,olson_pnas2021,2022,81.489113,81.583524,,1
1958,olson_pnas2021,2022,76.194450,78.929459,78.467228,0
1959,olson_pnas2021,2022,76.594940,77.527256,77.262725,0
1960,olson_pnas2021,2022,86.204323,87.042169,86.774632,0
1961,olson_pnas2021,2022,76.735596,79.671671,79.892492,0
1962,olson_pnas2021,2022,78.681198,78.250419,,1
1963,olson_pnas2021,2022,72.954765,77.739711,,1
1964,olson_pnas2021,2022,80.741028,80.321898,,1
1965,olson_pnas2021,2022,83.474037,79.904441,,1
1966,olson_pnas2021,2022,76.391724,78.252929,78.446970,0
1967,olson_pnas2021,2022,82.911140,82.255861,,1
1968,olson_pnas2021,2022,69.889343,74.955380,,1
1969,olson_pnas2021,2022,71.204445,76.413444,76.367802,0
1970,olson_pnas2021,2022,65.669304,74.774543,76.348904,0
1971,olson_pnas2021,2022,79.320000,82.965036,82.565783,0
1972,olson_pnas2021,2022,71.329918,79.866518,,1
1973,olson_pnas2021,2022,78.026428,80.204355,80.539305,0
1974,olson_pnas2021,2022,89.388802,83.203994,,1
1975,olson_pnas2021,2022,78.503021,77.661133,,1
1976,olson_pnas2021,2022,79.800880,82.076845,81.185868,0
1977,olson_pnas2021,2022,73.792122,75.642389,,1
1978,olson_pnas2021,2022,85.194275,82.659415,,1
1979,olson_pnas2021,2022,70.689240,76.235072,76.781125,0
1980,olson_pnas2021,2022,72.677597,80.225397,81.788212,0
1981,olson_pnas2021,2022,77.204254,78.755643,,1
1982,olson_pnas2021,2022,68.350838,75.905204,76.358558,0
1983,olson_pnas2021,2022,85.656197,84.194919,,1
1984,olson_pnas2021,2022,78.353226,78.096846,,1
1985,olson_pnas2021,2022,83.348495,81.559235,82.468502,0
1986,olson_pnas2021,2022,74.819778,79.647138,,1
1987,olson_pnas2021,2022,82.719627,85.201185,85.232857,0
1988,olson_pnas2021,2022,79.144890,80.522124,,1
1989,olson_pnas2021,2022,71.574486,77.083906,77.175457,0
1990,olson_pnas2021,2022,77.095100,79.849470,79.898094,0
1991,olson_pnas2021,2022,73.278938,77.120340,77.841304,0
1992,olson_pnas2021,2022,73.652901,77.661452,77.515437,0
1993,olson_pnas2021,2022,88.776726,83.519015,84.178288,0
1994,olson_pnas2021,2022,77.702438,81.062455,79.834800,0
1995,olson_pnas2021,2022,74.989281,77.318936,77.547056,0
1996,olson_pnas2021,2022,76.590309,79.183295,78.984272,0
1997,olson_pnas2021,2022,77.565628,76.609021,,1
1998,olson_pnas2021,2022,75.506927,76.988466,77.087325,0
1999,olson_pnas2021,2022,86.720322,82.182634,,1
2000,olson_pnas2021,2022,81.904411,79.186657,80.295430,0
2001,olson_pnas2021,2022,75.662491,78.342373,,1
2002,olson_pnas2021,2022,75.279655,77.951371,,1
2003,olson_pnas2021,2022,69.673126,77.171630,77.084406,0
2004,olson_pnas2021,2022,68.148788,75.514566,75.999827,0
2005,olson_pnas2021,2022,80.903397,81.666095,,1
2006,olson_pnas2021,2022,79.234024,78.789426,80.016109,0
2007,olson_pnas2021,2022,73.611801,78.311219,,1
2008,olson_pnas2021,2022,69.967216,,,0
2009,olson_pnas2021,2022,86.279747,80.946702,81.935299,0
2010,olson_pnas2021,2022,85.335571,,,0
2011,olson_pnas2021,2022,73.478455,76.973901,76.455948,0
2012,olson_pnas2021,2022,68.936775,77.516919,77.181266,0
2013,olson_pnas2021,2022,77.252647,76.847576,,1
2014,olson_pnas2021,2022,78.758919,79.584383,80.036231,0
2015,olson_pnas2021,2022,74.000999,79.962138,,1
2016,olson_pnas2021,2022,71.242065,74.182142,,1
2017,olson_pnas2021,2022,88.197815,84.391881,,1
2018,olson_pnas2021,2022,76.295235,78.266942,78.478942,0
2019,olson_pnas2021,2022,76.635696,78.406775,78.705680,0
2020,olson_pnas2021,2022,75.416679,76.876958,77.890521,0
2021,olson_pnas2021,2022,80.759773,79.760184,,1
2022,olson_pnas2021,2022,75.893227,78.238170,,1
2023,olson_pnas2021,2022,75.719139,80.042332,79.567981,0
2024,olson_pnas2021,2022,73.142746,78.983190,78.612873,0
2025,olson_pnas2021,2022,78.162315,78.560944,78.169751,0
2026,olson_pnas2021,2022,76.450104,78.116047,78.349814,0
2027,olson_pnas2021,2022,66.765823,78.199573,78.242674,0
2028,olson_pnas2021,2022,68.894073,75.004679,,1
2029,olson_pnas2021,2022,86.701324,90.548978,,1
2030,olson_pnas2021,2022,78.702339,79.570950,,1
2031,olson_pnas2021,2022,67.470863,75.261467,76.667616,0
2032,olson_pnas2021,2022,75.739059,76.706515,,1
2033,olson_pnas2021,2022,60.803310,78.316711,,1
2034,olson_pnas2021,2022,87.255325,83.268183,,1
2035,olson_pnas2021,2022,71.772125,76.465260,,1
2036,olson_pnas2021,2022,82.818207,80.210225,,1
2037,olson_pnas2021,2022,75.074242,77.761475,77.914215,0
2038,olson_pnas2021,2022,74.422882,77.903062,,1
2039,olson_pnas2021,2022,63.046806,76.189653,,1
2040,olson_pnas2021,2022,74.862610,77.926864,,1
2041,olson_pnas2021,2022,74.923882,79.434620,79.457387,0
2042,olson_pnas2021,2022,88.066811,82.914162,,1
2043,olson_pnas2021,2022,74.442986,78.513201,,1
2044,olson_pnas2021,2022,83.490288,80.546301,,1
2045,olson_pnas2021,2022,78.146019,77.369493,,1
2046,olson_pnas2021,2022,76.973114,77.475341,,1
2047,olson_pnas2021,2022,84.462204,84.535286,,1
2048,olson_pnas2021,2022,70.054413,77.860045,79.340558,0
2049,olson_pnas2021,2022,85.214897,81.139428,,1
2050,olson_pnas2021,2022,68.549217,77.536735,,1
2051,olson_pnas2021,2022,72.295059,75.503053,,1
2052,olson_pnas2021,2022,86.289093,84.085618,85.105891,0
2053,olson_pnas2021,2022,78.188339,78.382218,,1
2054,olson_pnas2021,2022,66.533997,76.378523,,1
2055,olson_pnas2021,2022,79.398087,78.237549,78.469901,0
2056,olson_pnas2021,2022,75.504250,78.248502,,1
2057,olson_pnas2021,2022,67.250366,77.383457,,1
2058,olson_pnas2021,2022,73.145515,76.058929,76.464814,0
2059,olson_pnas2021,2022,75.068176,76.827775,77.364618,0
2060,olson_pnas2021,2022,80.303261,75.622030,75.750377,0
2061,olson_pnas2021,2022,78.886444,78.064978,,1
2062,olson_pnas2021,2022,81.552261,79.911745,80.135114,0
2063,olson_pnas2021,2022,69.952599,76.899996,,1
2064,olson_pnas2021,2022,71.758034,82.804771,,1
2065,olson_pnas2021,2022,80.833778,79.842372,,1
2066,olson_pnas2021,2022,77.333275,78.483861,79.243919,0
2067,olson_pnas2021,2022,80.781487,81.213526,80.413749,0
2068,olson_pnas2021,2022,69.343002,77.191798,,1
2069,olson_pnas2021,2022,66.696892,89.246589,89.966648,0
2070,olson_pnas2021,2022,83.128326,81.974391,82.224965,0
2071,olson_pnas2021,2022,54.631031,78.139982,,1
2072,olson_pnas2021,2022,82.313950,80.008555,,1
2073,olson_pnas2021,2022,72.472115,75.554580,75.861080,0
2074,olson_pnas2021,2022,79.359909,80.225345,80.950133,0
2075,olson_pnas2021,2022,89.504448,85.207894,85.935650,0
2076,olson_pnas2021,2022,73.342979,75.703288,77.180793,0
2077,olson_pnas2021,2022,82.068130,81.355147,81.629580,0
2078,olson_pnas2021,2022,84.360176,82.392310,,1
2079,olson_pnas2021,2022,81.004974,80.735483,,1
2080,olson_pnas2021,2022,76.901024,78.910835,79.580435,0
2081,olson_pnas2021,2022,87.293900,84.495235,84.782560,0
2082,olson_pnas2021,2022,81.379990,80.497392,,1
2083,olson_pnas2021,2022,78.520134,82.591963,82.993119,0
2084,olson_pnas2021,2022,91.675919,89.703885,89.965588,0
2085,olson_pnas2021,2022,78.475914,79.062766,78.653303,0
2086,olson_pnas2021,2022,91.532661,90.383458,91.240952,0
2087,olson_pnas2021,2022,80.413071,78.209903,78.620607,0
2088,olson_pnas2021,2022,74.168678,76.204968,77.132400,0
2089,olson_pnas2021,2022,69.574989,78.813332,,1
2090,olson_pnas2021,2022,55.991699,77.869895,,1
2091,olson_pnas2021,2022,77.588638,78.962742,,1
2092,olson_pnas2021,2022,87.154053,82.007155,82.173187,0
2093,olson_pnas2021,2022,73.294098,76.259134,,1
2094,olson_pnas2021,2022,86.644379,81.722373,,1
2095,olson_pnas2021,2022,77.387009,78.632123,79.125224,0
2096,olson_pnas2021,2022,72.995674,76.455357,,1
2097,olson_pnas2021,2022,80.137199,81.415499,81.324590,0
2098,olson_pnas2021,2022,77.913300,77.901582,,1
2099,olson_pnas2021,2022,78.669022,81.122007,,1
2100,olson_pnas2021,2022,81.199493,82.605429,,1
2101,olson_pnas2021,2022,75.644791,76.530704,78.050388,0
2102,olson_pnas2021,2022,80.858139,79.000113,79.886229,0
2103,olson_pnas2021,2022,74.005630,76.100034,77.830510,0
2104,olson_pnas2021,2022,69.055222,78.076249,,1
2105,olson_pnas2021,2022,71.199280,77.181866,77.459776,0
2106,olson_pnas2021,2022,70.799271,75.439333,75.786057,0
2107,olson_pnas2021,2022,79.064232,78.412321,,1
2108,olson_pnas2021,2022,84.626724,82.063391,81.841067,0
2109,olson_pnas2021,2022,84.085045,82.384855,,1
2110,olson_pnas2021,2022,80.375427,79.105691,79.688361,0
2111,olson_pnas2021,2022,77.554169,77.177106,77.623017,0
2112,olson_pnas2021,2022,77.720520,81.095919,,1
2113,olson_pnas2021,2022,73.303886,76.352299,76.842705,0
2114,olson_pnas2021,2022,81.083572,78.492465,,1
2115,olson_pnas2021,2022,58.649437,76.740988,,1
2116,olson_pnas2021,2022,52.377625,74.777750,75.528647,0
2117,olson_pnas2021,2022,83.742470,,,0
2118,olson_pnas2021,2022,76.034966,78.754464,78.621420,0
2119,olson_pnas2021,2022,76.858086,78.178163,78.160371,0
2120,olson_pnas2021,2022,72.424194,84.651944,84.649540,0
2121,olson_pnas2021,2022,73.714874,80.831007,80.561303,0
2122,olson_pnas2021,2022,68.942764,79.731907,,1
2123,olson_pnas2021,2022,76.177261,79.691181,79.688574,0
2124,olson_pnas2021,2022,86.271042,81.755431,81.834508,0
2125,olson_pnas2021,2022,85.017067,82.574926,82.211315,0
2126,olson_pnas2021,2022,76.440002,77.755748,77.908689,0
2127,olson_pnas2021,2022,80.646828,82.710401,,1
2128,olson_pnas2021,2022,53.712528,77.242094,78.593861,0
2129,olson_pnas2021,2022,81.078751,79.852321,,1
2130,olson_pnas2021,2022,73.457268,79.399705,,1
2131,olson_pnas2021,2022,77.346268,78.496004,,1
2132,olson_pnas2021,2022,74.322083,77.034431,78.482253,0
2133,olson_pnas2021,2022,81.399727,79.739431,79.665521,0
2134,olson_pnas2021,2022,73.650574,80.056829,79.939842,0
2135,olson_pnas2021,2022,72.443871,78.140273,,1
2136,olson_pnas2021,2022,71.790154,76.782970,77.810637,0
2137,olson_pnas2021,2022,70.150223,80.900663,80.672116,0
2138,olson_pnas2021,2022,71.303352,78.382521,78.227270,0
2139,olson_pnas2021,2022,89.308121,82.284344,,1
2140,olson_pnas2021,2022,79.630554,79.615906,79.384298,0
2141,olson_pnas2021,2022,80.136505,79.865998,80.393161,0
2142,olson_pnas2021,2022,80.715805,79.489743,,1
2143,olson_pnas2021,2022,72.466919,76.578298,,1
2144,olson_pnas2021,2022,83.840805,79.697775,81.866456,0
2145,olson_pnas2021,2022,72.953293,78.940235,,1
2146,olson_pnas2021,2022,90.603844,,,0
2147,olson_pnas2021,2022,78.232155,79.857850,,1
2148,olson_pnas2021,2022,77.094505,77.732290,78.792290,0
2149,olson_pnas2021,2022,87.987915,83.625686,84.217992,0
2150,olson_pnas2021,2022,77.009827,79.143587,,1
2151,olson_pnas2021,2022,82.154709,77.900937,78.708224,0
2152,olson_pnas2021,2022,72.366913,75.987283,,1
2153,olson_pnas2021,2022,77.450737,78.351551,78.310892,0
2154,olson_pnas2021,2022,73.522377,78.188713,,1
2155,olson_pnas2021,2022,73.134499,77.403292,,1
2156,olson_pnas2021,2022,61.604683,76.039869,,1
2157,olson_pnas2021,2022,75.096657,78.077973,,1
2158,olson_pnas2021,2022,72.653870,77.208122,,1
2159,olson_pnas2021,2022,86.920044,83.762994,83.330766,0
2160,olson_pnas2021,2022,76.364639,80.002334,,1
2161,olson_pnas2021,2022,69.229492,79.234281,,1
2162,olson_pnas2021,2022,75.854614,77.126694,78.722967,0
2163,olson_pnas2021,2022,88.639549,83.422416,83.614846,0
2164,olson_pnas2021,2022,79.501251,78.462302,79.123268,0
2165,olson_pnas2021,2022,80.972443,79.154442,79.686461,0
2166,olson_pnas2021,2022,79.731651,81.128837,81.725708,0
2167,olson_pnas2021,2022,83.199188,80.744392,,1
2168,olson_pnas2021,2022,72.206642,76.437746,,1
2169,olson_pnas2021,2022,84.679176,81.199363,,1
2170,olson_pnas2021,2022,84.332275,81.943444,,1
2171,olson_pnas2021,2022,84.576019,81.916690,81.997647,0
2172,olson_pnas2021,2022,79.283661,80.053933,79.826034,0
2173,olson_pnas2021,2022,94.439346,89.953354,89.718493,0
2174,olson_pnas2021,2022,80.081627,79.154239,,1
2175,olson_pnas2021,2022,90.694717,91.204990,91.392765,0
2176,olson_pnas2021,2022,76.455070,77.769888,,1
2177,olson_pnas2021,2022,83.582649,82.109036,,1
2178,olson_pnas2021,2022,74.241951,77.179137,77.628479,0
2179,olson_pnas2021,2022,73.666328,74.652092,,1
2180,olson_pnas2021,2022,66.744904,75.868269,77.052669,0
2181,olson_pnas2021,2022,86.444023,79.782406,79.704514,0
2182,olson_pnas2021,2022,73.198547,78.523647,,1
2183,olson_pnas2021,2022,73.193504,81.788579,,1
2184,olson_pnas2021,2022,73.433777,77.200863,77.066073,0
2185,olson_pnas2021,2022,69.082428,82.399886,81.998962,0
2186,olson_pnas2021,2022,67.105789,77.128846,78.325884,0
2187,olson_pnas2021,2022,80.771049,80.220688,,1
2188,olson_pnas2021,2022,74.034531,77.857231,,1
2189,olson_pnas2021,2022,86.187523,81.448439,,1
2190,olson_pnas2021,2022,81.877777,83.696819,,1
2191,olson_pnas2021,2022,89.013031,84.804667,,1
2192,olson_pnas2021,2022,76.018761,77.738349,,1
2193,olson_pnas2021,2022,70.974876,77.340019,77.559594,0
2194,olson_pnas2021,2022,78.685188,81.259006,,1
2195,olson_pnas2021,2022,80.299828,79.339522,,1
2196,olson_pnas2021,2022,76.392319,79.976856,,1
2197,olson_pnas2021,2022,80.399651,83.273729,,1
2198,olson_pnas2021,2022,79.146126,78.713691,,1
2199,olson_pnas2021,2022,83.930260,82.796589,,1
2200,olson_pnas2021,2022,76.421440,79.315541,,1
2201,olson_pnas2021,2022,76.704124,77.816565,77.379386,0
2202,olson_pnas2021,2022,68.960197,77.404076,76.620198,0
2203,olson_pnas2021,2022,72.747726,77.813206,77.656608,0
2204,olson_pnas2021,2022,77.412003,77.424267,77.928373,0
2205,olson_pnas2021,2022,75.547935,78.172285,77.589879,0
2206,olson_pnas2021,2022,76.419083,76.280207,77.980453,0
2207,olson_pnas2021,2022,86.146454,82.584230,,1
2208,olson_pnas2021,2022,82.028702,80.271228,,1
2209,olson_pnas2021,2022,75.007896,76.337173,77.597389,0
2210,olson_pnas2021,2022,77.701759,77.816287,78.676697,0
2211,olson_pnas2021,2022,82.692871,78.764998,79.574664,0
2212,olson_pnas2021,2022,73.082092,74.420167,,1
2213,olson_pnas2021,2022,72.438950,76.792510,,1
2214,olson_pnas2021,2022,83.312241,84.651559,,1
2215,olson_pnas2021,2022,74.101715,77.017001,77.220282,0
2216,olson_pnas2021,2022,80.988655,82.891784,,1
2217,olson_pnas2021,2022,83.257416,79.828276,,1
2218,olson_pnas2021,2022,77.974304,78.791657,78.778942,0
2219,olson_pnas2021,2022,44.438385,72.676674,74.114379,0
2220,olson_pnas2021,2022,63.860615,76.250615,76.563151,0
2221,olson_pnas2021,2022,81.507889,80.383468,80.274951,0
2222,olson_pnas2021,2022,85.910362,83.204817,82.891987,0
2223,olson_pnas2021,2022,90.892555,93.003829,,1
2224,olson_pnas2021,2022,74.469200,76.750767,,1
2225,olson_pnas2021,2022,70.155258,76.108861,,1
2226,olson_pnas2021,2022,74.844429,80.960289,80.922489,0
2227,olson_pnas2021,2022,82.063988,79.245864,80.959904,0
2228,olson_pnas2021,2022,70.250618,79.763351,,1
2229,olson_pnas2021,2022,72.138176,77.739940,77.879791,0
2230,olson_pnas2021,2022,90.102913,84.494301,85.779677,0
2231,olson_pnas2021,2022,86.736008,82.658893,,1
2232,olson_pnas2021,2022,72.607697,80.383769,,1
2233,olson_pnas2021,2022,72.941727,82.124218,,1
2234,olson_pnas2021,2022,77.720901,78.503833,,1
2235,olson_pnas2021,2022,86.502792,78.656761,,1
2236,olson_pnas2021,2022,75.645264,81.550829,81.576433,0
2237,olson_pnas2021,2022,77.021561,79.886745,,1
2238,olson_pnas2021,2022,75.954071,79.618692,80.269589,0
2239,olson_pnas2021,2022,80.715858,79.834385,,1
2240,olson_pnas2021,2022,80.352783,78.890302,,1
2241,olson_pnas2021,2022,80.024597,82.054548,,1
2242,olson_pnas2021,2022,83.278481,81.367889,82.135746,0
2243,olson_pnas2021,2022,85.259407,81.724856,82.661829,0
2244,olson_pnas2021,2022,78.947380,78.656088,79.835988,0
2245,olson_pnas2021,2022,78.753922,79.878302,,1
2246,olson_pnas2021,2022,78.776047,77.896995,,1
2247,olson_pnas2021,2022,55.826729,80.145802,,1
2248,olson_pnas2021,2022,86.779419,84.708132,85.564445,0
2249,olson_pnas2021,2022,76.914474,78.354963,,1
2250,olson_pnas2021,2022,76.591507,78.146449,78.573096,0
2251,olson_pnas2021,2022,75.387794,76.646894,76.883133,0
2252,olson_pnas2021,2022,76.112289,78.604216,,1
2253,olson_pnas2021,2022,77.093361,77.314941,77.916219,0
2254,olson_pnas2021,2022,83.372025,,,0
2255,olson_pnas2021,2022,87.241432,85.156385,,1
2256,olson_pnas2021,2022,89.976982,83.322543,84.898970,0
2257,olson_pnas2021,2022,74.456657,77.519312,78.184555,0
2258,olson_pnas2021,2022,76.080498,79.323653,79.421113,0
2259,olson_pnas2021,2022,84.516869,80.560657,81.603364,0
2260,olson_pnas2021,2022,73.135254,76.998474,,1
2261,olson_pnas2021,2022,52.652580,75.624024,75.886662,0
2262,olson_pnas2021,2022,84.904968,82.702527,,1
2263,olson_pnas2021,2022,81.266006,78.725595,,1
2264,olson_pnas2021,2022,78.879478,81.293827,,1
2265,olson_pnas2021,2022,70.364296,75.838465,,1
2266,olson_pnas2021,2022,70.450142,86.786564,86.664835,0
2267,olson_pnas2021,2022,76.735168,78.599602,,1
2268,olson_pnas2021,2022,91.367294,89.025278,89.045357,0
2269,olson_pnas2021,2022,80.481178,79.959057,,1
2270,olson_pnas2021,2022,65.975502,76.932337,,1
2271,olson_pnas2021,2022,72.527611,78.598929,79.124978,0
2272,olson_pnas2021,2022,72.394600,77.705214,,1
2273,olson_pnas2021,2022,80.027687,82.303061,83.529170,0
2274,olson_pnas2021,2022,81.491364,80.385902,80.307543,0
2275,olson_pnas2021,2022,76.684258,78.653219,,1
2276,olson_pnas2021,2022,76.237938,77.831488,78.151839,0
2277,olson_pnas2021,2022,49.171299,76.804149,76.724352,0
2278,olson_pnas2021,2022,43.906368,73.187620,74.972504,0
2279,olson_pnas2021,2022,76.120872,79.738518,,1
2280,olson_pnas2021,2022,72.025444,81.123685,80.132692,0
