row_index,source,year,dat_score,between_unit_posaware,uniqueness_human_agnostic,in_reference_pool
6567,olson_pnas2021,2022,68.422539,75.630637,,1
6568,olson_pnas2021,2022,73.791580,78.517409,77.849868,0
6569,olson_pnas2021,2022,74.888931,79.432084,,1
6570,olson_pnas2021,2022,79.131126,79.162097,,1
6571,olson_pnas2021,2022,87.405899,83.274534,82.621857,0
6572,olson_pnas2021,2022,75.562370,79.077812,,1
6573,olson_pnas2021,2022,73.818382,75.953284,,1
6574,olson_pnas2021,2022,59.997154,77.982901,,1
6575,olson_pnas2021,2022,81.597359,79.157585,80.004801,0
6576,olson_pnas2021,2022,88.162025,85.406959,85.957667,0
6577,olson_pnas2021,2022,86.132339,85.563958,84.916779,0
6578,olson_pnas2021,2022,83.166222,81.419522,,1
6579,olson_pnas2021,2022,73.857841,76.968982,,1
6580,olson_pnas2021,2022,83.109818,79.608226,,1
6581,olson_pnas2021,2022,83.284447,81.835959,,1
6582,olson_pnas2021,2022,86.794106,83.015355,83.014882,0
6583,olson_pnas2021,2022,81.359573,80.945086,,1
6584,olson_pnas2021,2022,77.105766,79.999870,79.750947,0
6585,olson_pnas2021,2022,71.741447,79.045442,78.814619,0
6586,olson_pnas2021,2022,79.767899,79.959091,,1
6587,olson_pnas2021,2022,80.157837,79.654749,,1
6588,olson_pnas2021,2022,80.226357,79.021281,79.554095,0
6589,olson_pnas2021,2022,71.502884,76.389674,77.254973,0
6590,olson_pnas2021,2022,82.781479,82.240976,,1
6591,olson_pnas2021,2022,88.914093,83.374907,,1
6592,olson_pnas2021,2022,72.517288,78.915575,,1
6593,olson_pnas2021,2022,76.959526,78.749115,,1
6594,olson_pnas2021,2022,74.760391,76.879186,,1
6595,olson_pnas2021,2022,82.257927,79.083181,80.381548,0
6596,olson_pnas2021,2022,82.502052,80.540775,80.483494,0
6597,olson_pnas2021,2022,61.776588,73.865382,,1
6598,olson_pnas2021,2022,75.194672,77.886094,,1
6599,olson_pnas2021,2022,76.011246,78.293246,,1
6600,olson_pnas2021,2022,90.317726,89.391803,89.290096,0
6601,olson_pnas2021,2022,86.578613,84.883301,,1
6602,olson_pnas2021,2022,71.529411,76.162289,76.178168,0
6603,olson_pnas2021,2022,81.631126,81.080743,,1
6604,olson_pnas2021,2022,94.124458,87.948666,,1
6605,olson_pnas2021,2022,72.574165,77.299943,77.905896,0
6606,olson_pnas2021,2022,79.790863,77.797724,,1
6607,olson_pnas2021,2022,77.658424,77.278857,77.349640,0
6608,olson_pnas2021,2022,74.597214,79.831957,,1
6609,olson_pnas2021,2022,80.280426,80.077761,,1
6610,olson_pnas2021,2022,74.539230,78.949708,79.205493,0
6611,olson_pnas2021,2022,79.029671,81.647578,82.035758,0
6612,olson_pnas2021,2022,85.971794,78.756432,,1
6613,olson_pnas2021,2022,70.161064,78.533313,,1
6614,olson_pnas2021,2022,79.155746,80.821965,80.408761,0
6615,olson_pnas2021,2022,70.388824,77.080897,78.534343,0
6616,olson_pnas2021,2022,78.863419,79.319244,,1
6617,olson_pnas2021,2022,81.856277,80.077267,,1
6618,olson_pnas2021,2022,75.386124,79.094953,79.004024,0
6619,olson_pnas2021,2022,88.938591,85.708256,,1
6620,olson_pnas2021,2022,83.634216,80.986334,,1
6621,olson_pnas2021,2022,71.083054,76.528583,,1
6622,olson_pnas2021,2022,79.452324,78.429681,78.634578,0
6623,olson_pnas2021,2022,79.267723,80.322342,,1
6624,olson_pnas2021,2022,79.271591,79.502047,80.532008,0
6625,olson_pnas2021,2022,86.491928,81.953169,,1
6626,olson_pnas2021,2022,91.182465,86.690484,,1
6627,olson_pnas2021,2022,77.669731,78.595944,78.843593,0
6628,olson_pnas2021,2022,73.561272,75.257354,76.738245,0
6629,olson_pnas2021,2022,80.938911,84.076392,85.925472,0
6630,olson_pnas2021,2022,83.938530,79.526754,80.736934,0
6631,olson_pnas2021,2022,76.274544,81.027245,,1
6632,olson_pnas2021,2022,87.872520,84.060383,,1
6633,olson_pnas2021,2022,81.753311,80.176293,80.505173,0
6634,olson_pnas2021,2022,92.342583,87.658325,,1
6635,olson_pnas2021,2022,73.885681,76.389312,76.715546,0
6636,olson_pnas2021,2022,60.847492,75.087228,75.281032,0
6637,olson_pnas2021,2022,81.416252,81.238787,,1
6638,olson_pnas2021,2022,79.246834,85.322295,85.712814,0
6639,olson_pnas2021,2022,77.670166,79.052965,,1
6640,olson_pnas2021,2022,74.613922,77.680495,78.011660,0
6641,olson_pnas2021,2022,79.818428,79.829319,81.366678,0
6642,olson_pnas2021,2022,79.750565,79.623044,,1
6643,olson_pnas2021,2022,73.198479,75.989941,76.527646,0
6644,olson_pnas2021,2022,80.856773,78.989411,79.507734,0
6645,olson_pnas2021,2022,92.181572,90.058993,,1
6646,olson_pnas2021,2022,71.922188,79.467962,78.602576,0
6647,olson_pnas2021,2022,86.006805,81.496160,,1
6648,olson_pnas2021,2022,81.332634,79.455848,,1
6649,olson_pnas2021,2022,81.055450,83.465338,,1
6650,olson_pnas2021,2022,74.278137,76.093941,,1
6651,olson_pnas2021,2022,81.058937,81.071678,81.492580,0
6652,olson_pnas2021,2022,75.199142,79.454138,78.850560,0
6653,olson_pnas2021,2022,78.690201,78.847763,,1
6654,olson_pnas2021,2022,82.982010,81.204597,81.966301,0
6655,olson_pnas2021,2022,59.270905,78.392410,78.377475,0
6656,olson_pnas2021,2022,84.154442,81.456119,,1
6657,olson_pnas2021,2022,81.976685,78.669776,79.265604,0
6658,olson_pnas2021,2022,82.747841,80.956503,81.409751,0
6659,olson_pnas2021,2022,62.262733,80.253497,79.459872,0
6660,olson_pnas2021,2022,83.923080,81.230337,81.264474,0
6661,olson_pnas2021,2022,55.463570,75.567015,75.087864,0
6662,olson_pnas2021,2022,86.291260,83.276793,,1
6663,olson_pnas2021,2022,80.202011,80.905384,,1
6664,olson_pnas2021,2022,76.512749,79.675064,79.570345,0
6665,olson_pnas2021,2022,67.560837,75.229277,,1
6666,olson_pnas2021,2022,73.755318,76.926333,,1
6667,olson_pnas2021,2022,74.484619,77.498215,77.431968,0
6668,olson_pnas2021,2022,72.404411,82.231931,81.650266,0
6669,olson_pnas2021,2022,75.125694,79.286458,,1
6670,olson_pnas2021,2022,75.320839,76.298017,76.965925,0
6671,olson_pnas2021,2022,76.446083,77.458979,78.559116,0
6672,olson_pnas2021,2022,88.601028,84.383979,84.520799,0
6673,olson_pnas2021,2022,68.495384,78.667836,,1
6674,olson_pnas2021,2022,75.874184,76.633257,,1
6675,olson_pnas2021,2022,74.243370,82.980555,,1
6676,olson_pnas2021,2022,76.803932,77.786287,,1
6677,olson_pnas2021,2022,72.792763,77.621019,77.107931,0
6678,olson_pnas2021,2022,33.146023,76.116366,76.550928,0
6679,olson_pnas2021,2022,81.230148,80.020370,80.372157,0
6680,olson_pnas2021,2022,84.845505,82.562923,82.427043,0
6681,olson_pnas2021,2022,84.166054,81.798705,,1
6682,olson_pnas2021,2022,83.776062,85.149706,85.199579,0
6683,olson_pnas2021,2022,83.435234,82.500363,83.402624,0
6684,olson_pnas2021,2022,73.833191,80.687789,82.517462,0
6685,olson_pnas2021,2022,70.246651,77.032588,77.930586,0
6686,olson_pnas2021,2022,80.302956,78.832225,79.458291,0
6687,olson_pnas2021,2022,90.502808,87.528000,,1
6688,olson_pnas2021,2022,81.360748,80.215310,,1
6689,olson_pnas2021,2022,78.680946,80.343612,80.157606,0
6690,olson_pnas2021,2022,55.239655,77.054140,79.743688,0
6691,olson_pnas2021,2022,71.263466,76.236353,,1
6692,olson_pnas2021,2022,79.298416,79.952336,,1
6693,olson_pnas2021,2022,79.401886,79.271862,,1
6694,olson_pnas2021,2022,79.118797,77.969547,,1
6695,olson_pnas2021,2022,79.322723,79.071826,,1
6696,olson_pnas2021,2022,65.379364,76.232627,,1
6697,olson_pnas2021,2022,73.567993,75.906328,,1
6698,olson_pnas2021,2022,89.369148,84.724561,85.187309,0
6699,olson_pnas2021,2022,70.939461,76.414711,,1
6700,olson_pnas2021,2022,75.800583,78.495686,78.889820,0
6701,olson_pnas2021,2022,69.367340,77.060378,76.762048,0
6702,olson_pnas2021,2022,70.342545,76.914365,,1
6703,olson_pnas2021,2022,74.297211,76.352361,77.093818,0
6704,olson_pnas2021,2022,75.503174,78.045213,,1
6705,olson_pnas2021,2022,70.730827,76.692572,,1
6706,olson_pnas2021,2022,80.156998,82.531763,81.831266,0
6707,olson_pnas2021,2022,61.501549,74.397282,74.988103,0
6708,olson_pnas2021,2022,79.579559,81.049132,80.552359,0
6709,olson_pnas2021,2022,77.199104,78.432727,,1
6710,olson_pnas2021,2022,85.318138,83.080810,,1
6711,olson_pnas2021,2022,72.406990,77.008249,77.327865,0
6712,olson_pnas2021,2022,78.748100,78.407085,,1
6713,olson_pnas2021,2022,78.182304,77.918648,77.995599,0
6714,olson_pnas2021,2022,81.070992,79.567818,,1
6715,olson_pnas2021,2022,71.195839,79.279299,,1
6716,olson_pnas2021,2022,71.926971,76.977802,77.018575,0
6717,olson_pnas2021,2022,75.556175,76.960630,,1
6718,olson_pnas2021,2022,68.952301,76.634033,,1
6719,olson_pnas2021,2022,74.123924,76.728311,,1
6720,olson_pnas2021,2022,82.680786,81.323143,82.473902,0
6721,olson_pnas2021,2022,78.869453,79.296619,78.752355,0
6722,olson_pnas2021,2022,83.325333,79.895721,80.378978,0
6723,olson_pnas2021,2022,78.770859,78.950095,,1
6724,olson_pnas2021,2022,81.564278,79.429676,79.705300,0
6725,olson_pnas2021,2022,85.913849,82.372226,,1
6726,olson_pnas2021,2022,74.332291,76.432574,77.024665,0
6727,olson_pnas2021,2022,82.028542,80.586792,80.682746,0
6728,olson_pnas2021,2022,79.978790,78.433123,,1
6729,olson_pnas2021,2022,71.155098,78.272097,77.167295,0
6730,olson_pnas2021,2022,82.555336,81.911394,83.250957,0
6731,olson_pnas2021,2022,74.183929,77.497293,,1
6732,olson_pnas2021,2022,71.410004,78.540125,,1
6733,olson_pnas2021,2022,71.839355,77.162276,,1
6734,olson_pnas2021,2022,81.727234,77.997766,,1
6735,olson_pnas2021,2022,73.842552,79.401031,78.892075,0
6736,olson_pnas2021,2022,76.665634,78.051700,,1
6737,olson_pnas2021,2022,72.549774,75.787740,76.101546,0
6738,olson_pnas2021,2022,73.554214,79.039268,,1
6739,olson_pnas2021,2022,72.612740,77.866447,77.968639,0
6740,olson_pnas2021,2022,82.976631,,,0
6741,olson_pnas2021,2022,80.216805,79.188942,80.401681,0
6742,olson_pnas2021,2022,79.071045,80.410087,80.870294,0
6743,olson_pnas2021,2022,79.863007,80.362454,,1
6744,olson_pnas2021,2022,81.093567,84.469365,83.921952,0
6745,olson_pnas2021,2022,84.451187,83.632954,83.348515,0
6746,olson_pnas2021,2022,79.359329,79.792689,79.457584,0
6747,olson_pnas2021,2022,90.460739,86.511595,,1
6748,olson_pnas2021,2022,82.887772,82.033118,82.385019,0
6749,olson_pnas2021,2022,76.803360,78.918664,79.671142,0
6750,olson_pnas2021,2022,84.787819,85.302636,86.796655,0
6751,olson_pnas2021,2022,80.573517,84.069042,,1
6752,olson_pnas2021,2022,79.042503,78.520492,79.129475,0
6753,olson_pnas2021,2022,72.129959,76.379247,,1
6754,olson_pnas2021,2022,72.762573,83.191444,84.330742,0
6755,olson_pnas2021,2022,83.229202,80.920024,81.002506,0
6756,olson_pnas2021,2022,62.422432,75.731805,,1
6757,olson_pnas2021,2022,79.396835,81.245363,81.091191,0
6758,olson_pnas2021,2022,70.682350,76.693766,,1
6759,olson_pnas2021,2022,70.923904,77.463033,,1
6760,olson_pnas2021,2022,74.357399,76.249761,,1
6761,olson_pnas2021,2022,83.790573,82.319219,82.284553,0
6762,olson_pnas2021,2022,82.950180,84.176844,,1
6763,olson_pnas2021,2022,79.768341,80.966687,80.223155,0
6764,olson_pnas2021,2022,85.210976,82.154977,82.167480,0
6765,olson_pnas2021,2022,76.529900,78.384657,78.292033,0
6766,olson_pnas2021,2022,79.700516,81.477047,,1
6767,olson_pnas2021,2022,72.704842,76.172088,,1
6768,olson_pnas2021,2022,87.963989,86.077781,87.035802,0
6769,olson_pnas2021,2022,75.142242,77.236239,77.566405,0
6770,olson_pnas2021,2022,78.610161,79.040007,79.055035,0
6771,olson_pnas2021,2022,27.323780,74.358311,,1
6772,olson_pnas2021,2022,80.886703,79.556355,,1
6773,olson_pnas2021,2022,83.973595,84.488646,83.780235,0
6774,olson_pnas2021,2022,68.805817,77.044806,,1
6775,olson_pnas2021,2022,74.214622,77.303545,,1
6776,olson_pnas2021,2022,83.167923,79.753545,,1
6777,olson_pnas2021,2022,78.721855,80.960144,81.259073,0
6778,olson_pnas2021,2022,82.159180,83.460623,,1
6779,olson_pnas2021,2022,76.426491,78.976348,,1
6780,olson_pnas2021,2022,75.890038,78.439748,,1
6781,olson_pnas2021,2022,80.968979,83.124434,,1
6782,olson_pnas2021,2022,77.238724,77.926403,,1
6783,olson_pnas2021,2022,89.135597,83.930002,,1
6784,olson_pnas2021,2022,80.651749,78.307360,79.670392,0
6785,olson_pnas2021,2022,77.802383,81.626379,,1
6786,olson_pnas2021,2022,87.803108,85.261165,84.478637,0
6787,olson_pnas2021,2022,81.796936,78.181263,,1
6788,olson_pnas2021,2022,80.780914,80.760867,,1
6789,olson_pnas2021,2022,73.587952,77.517798,,1
6790,olson_pnas2021,2022,80.926186,78.808191,79.629165,0
6791,olson_pnas2021,2022,77.617538,79.436158,80.257496,0
6792,olson_pnas2021,2022,78.002838,79.585066,79.561174,0
6793,olson_pnas2021,2022,80.674706,78.870356,79.507490,0
6794,olson_pnas2021,2022,79.713455,79.342505,,1
6795,olson_pnas2021,2022,72.868279,75.070087,77.075180,0
6796,olson_pnas2021,2022,79.576920,82.551212,,1
6797,olson_pnas2021,2022,75.558205,77.206133,,1
6798,olson_pnas2021,2022,75.863113,81.169764,80.153778,0
6799,olson_pnas2021,2022,75.410065,77.707850,78.929624,0
6800,olson_pnas2021,2022,78.192398,80.216439,,1
6801,olson_pnas2021,2022,71.557686,76.279601,,1
6802,olson_pnas2021,2022,86.056030,82.273433,82.764436,0
6803,olson_pnas2021,2022,79.656075,80.494149,,1
6804,olson_pnas2021,2022,82.351288,80.747643,,1
6805,olson_pnas2021,2022,75.078056,79.123446,,1
6806,olson_pnas2021,2022,76.647255,75.738780,,1
6807,olson_pnas2021,2022,74.206017,77.075333,,1
6808,olson_pnas2021,2022,92.077919,87.514157,86.604947,0
6809,olson_pnas2021,2022,77.595810,78.469926,78.780863,0
6810,olson_pnas2021,2022,85.343445,82.278214,,1
6811,olson_pnas2021,2022,81.536484,79.729389,80.087695,0
6812,olson_pnas2021,2022,79.828308,81.235784,,1
6813,olson_pnas2021,2022,74.476311,77.266356,76.860384,0
6814,olson_pnas2021,2022,79.211189,80.968894,81.540382,0
6815,olson_pnas2021,2022,65.466797,76.668068,78.753156,0
6816,olson_pnas2021,2022,76.839432,78.088673,77.988106,0
6817,olson_pnas2021,2022,82.507584,80.864222,,1
6818,olson_pnas2021,2022,72.949982,77.839881,,1
6819,olson_pnas2021,2022,78.503319,81.606505,,1
6820,olson_pnas2021,2022,76.276604,78.089144,,1
6821,olson_pnas2021,2022,78.219810,77.748948,79.166033,0
6822,olson_pnas2021,2022,62.050747,77.814496,77.851832,0
6823,olson_pnas2021,2022,82.196602,81.801605,82.868436,0
6824,olson_pnas2021,2022,71.351715,76.431560,,1
6825,olson_pnas2021,2022,76.499702,76.831680,77.754632,0
6826,olson_pnas2021,2022,80.540863,78.102034,,1
6827,olson_pnas2021,2022,72.993866,79.875154,,1
6828,olson_pnas2021,2022,79.470543,80.353655,81.073220,0
6829,olson_pnas2021,2022,82.232048,78.900103,79.638219,0
6830,olson_pnas2021,2022,75.797638,78.026828,,1
6831,olson_pnas2021,2022,85.974457,81.246010,81.439600,0
6832,olson_pnas2021,2022,73.217957,77.661670,,1
6833,olson_pnas2021,2022,82.968094,78.344905,,1
6834,olson_pnas2021,2022,83.385941,80.683174,,1
6835,olson_pnas2021,2022,73.659828,76.189545,,1
6836,olson_pnas2021,2022,72.738060,75.590902,76.091769,0
6837,olson_pnas2021,2022,78.888580,77.947078,,1
6838,olson_pnas2021,2022,75.958183,80.165810,,1
6839,olson_pnas2021,2022,77.670776,78.210652,78.319691,0
6840,olson_pnas2021,2022,82.553833,81.183081,81.068029,0
6841,olson_pnas2021,2022,77.235397,78.890529,,1
6842,olson_pnas2021,2022,81.348351,79.977938,,1
6843,olson_pnas2021,2022,92.349541,85.893673,86.629732,0
6844,olson_pnas2021,2022,82.979042,85.640583,,1
6845,olson_pnas2021,2022,87.955765,83.338277,,1
6846,olson_pnas2021,2022,73.420715,77.973991,77.811977,0
6847,olson_pnas2021,2022,68.224785,77.326469,76.705531,0
6848,olson_pnas2021,2022,80.001587,78.378057,79.219442,0
6849,olson_pnas2021,2022,83.948029,81.932284,81.567985,0
6850,olson_pnas2021,2022,74.922974,77.745122,77.782026,0
6851,olson_pnas2021,2022,78.545555,79.171162,,1
6852,olson_pnas2021,2022,83.190331,78.886494,,1
6853,olson_pnas2021,2022,73.669403,76.879266,,1
6854,olson_pnas2021,2022,75.500069,,,0
6855,olson_pnas2021,2022,72.097748,74.671790,,1
6856,olson_pnas2021,2022,80.032578,79.560177,,1
6857,olson_pnas2021,2022,81.650513,80.681605,80.365472,0
6858,olson_pnas2021,2022,82.741150,81.314880,82.252167,0
6859,olson_pnas2021,2022,83.646309,81.906580,,1
6860,olson_pnas2021,2022,71.093330,75.912683,,1
6861,olson_pnas2021,2022,78.104256,79.222853,,1
6862,olson_pnas2021,2022,85.564163,80.763422,,1
6863,olson_pnas2021,2022,81.274414,79.272425,80.380829,0
6864,olson_pnas2021,2022,85.089508,81.283639,,1
6865,olson_pnas2021,2022,79.617050,78.553214,79.824677,0
6866,olson_pnas2021,2022,83.988297,83.479526,84.410775,0
6867,olson_pnas2021,2022,73.405022,78.118079,78.379386,0
6868,olson_pnas2021,2022,85.085281,82.220421,83.682260,0
6869,olson_pnas2021,2022,84.625488,81.400857,,1
6870,olson_pnas2021,2022,76.299179,80.548865,81.074718,0
6871,olson_pnas2021,2022,77.567833,78.862066,,1
6872,olson_pnas2021,2022,70.415619,79.091695,,1
6873,olson_pnas2021,2022,88.713470,85.404510,84.964827,0
6874,olson_pnas2021,2022,73.269913,76.711368,76.651444,0
6875,olson_pnas2021,2022,76.529984,77.877200,78.144655,0
6876,olson_pnas2021,2022,81.811432,81.445336,,1
6877,olson_pnas2021,2022,80.417633,80.792407,80.723175,0
6878,olson_pnas2021,2022,78.606903,78.105403,79.380800,0
6879,olson_pnas2021,2022,84.300941,81.334717,,1
6880,olson_pnas2021,2022,71.770004,78.071167,,1
6881,olson_pnas2021,2022,80.738358,78.669340,,1
6882,olson_pnas2021,2022,74.345184,76.010129,76.409841,0
6883,olson_pnas2021,2022,92.372063,83.422714,84.244582,0
6884,olson_pnas2021,2022,81.543365,82.138174,81.556361,0
6885,olson_pnas2021,2022,73.765175,79.345153,,1
6886,olson_pnas2021,2022,77.244469,80.108865,,1
6887,olson_pnas2021,2022,85.487892,82.061147,83.175080,0
6888,olson_pnas2021,2022,71.108833,75.474613,76.176660,0
6889,olson_pnas2021,2022,84.373436,79.717192,81.801992,0
6890,olson_pnas2021,2022,73.147980,77.521895,77.765892,0
6891,olson_pnas2021,2022,71.877701,77.501150,78.478799,0
6892,olson_pnas2021,2022,82.968086,81.391099,,1
6893,olson_pnas2021,2022,89.370491,83.809851,84.292649,0
6894,olson_pnas2021,2022,78.373238,80.065534,,1
6895,olson_pnas2021,2022,76.445114,78.869131,,1
6896,olson_pnas2021,2022,91.095718,,,0
6897,olson_pnas2021,2022,94.690254,89.735349,90.337956,0
6898,olson_pnas2021,2022,77.579842,80.263377,80.560506,0
6899,olson_pnas2021,2022,64.480873,79.077152,79.939398,0
6900,olson_pnas2021,2022,82.501701,81.457715,81.280044,0
6901,olson_pnas2021,2022,54.377747,76.950103,,1
6902,olson_pnas2021,2022,81.812332,80.727571,,1
6903,olson_pnas2021,2022,84.654327,81.596016,,1
6904,olson_pnas2021,2022,91.082832,85.075284,86.560455,0
6905,olson_pnas2021,2022,74.113586,82.574871,,1
6906,olson_pnas2021,2022,82.040558,83.073834,,1
6907,olson_pnas2021,2022,68.818687,76.182841,,1
6908,olson_pnas2021,2022,73.424980,77.065757,78.276748,0
6909,olson_pnas2021,2022,80.040565,79.928781,,1
6910,olson_pnas2021,2022,77.801163,79.773313,,1
6911,olson_pnas2021,2022,78.379280,78.762543,79.228765,0
6912,olson_pnas2021,2022,76.136551,78.523662,,1
6913,olson_pnas2021,2022,81.241020,79.496268,,1
6914,olson_pnas2021,2022,84.782394,82.341050,82.840211,0
6915,olson_pnas2021,2022,75.101326,78.239155,,1
6916,olson_pnas2021,2022,79.309952,79.625357,,1
6917,olson_pnas2021,2022,77.964798,77.580434,,1
6918,olson_pnas2021,2022,84.267601,80.710000,81.148196,0
6919,olson_pnas2021,2022,85.032860,82.649985,82.862128,0
6920,olson_pnas2021,2022,80.998627,79.884672,,1
6921,olson_pnas2021,2022,78.766266,80.784002,80.371212,0
6922,olson_pnas2021,2022,57.580387,79.096283,80.768916,0
6923,olson_pnas2021,2022,59.672058,75.272072,75.718221,0
6924,olson_pnas2021,2022,80.910370,79.258897,80.058969,0
6925,olson_pnas2021,2022,87.693024,82.291832,,1
6926,olson_pnas2021,2022,73.447243,77.433254,77.374524,0
6927,olson_pnas2021,2022,79.430702,79.811503,,1
6928,olson_pnas2021,2022,78.126755,76.378246,,1
6929,olson_pnas2021,2022,77.757805,81.577718,83.425167,0
6930,olson_pnas2021,2022,85.970497,81.651842,81.872818,0
6931,olson_pnas2021,2022,84.243439,80.775619,81.645335,0
6932,olson_pnas2021,2022,63.498886,75.432310,,1
6933,olson_pnas2021,2022,85.127121,83.398886,,1
6934,olson_pnas2021,2022,81.936562,81.362603,,1
6935,olson_pnas2021,2022,80.926750,81.003570,,1
6936,olson_pnas2021,2022,81.114021,78.731778,,1
6937,olson_pnas2021,2022,65.045937,75.291118,76.368074,0
6938,olson_pnas2021,2022,59.260071,78.274365,,1
6939,olson_pnas2021,2022,78.728325,78.757102,80.048034,0
6940,olson_pnas2021,2022,77.008766,80.278826,,1
6941,olson_pnas2021,2022,69.719139,76.370685,77.516933,0
6942,olson_pnas2021,2022,77.668030,82.926952,82.519657,0
6943,olson_pnas2021,2022,82.190804,82.811326,83.337213,0
6944,olson_pnas2021,2022,79.224136,84.800533,86.304812,0
6945,olson_pnas2021,2022,74.707085,80.700498,,1
6946,olson_pnas2021,2022,90.849159,89.258728,90.618425,0
6947,olson_pnas2021,2022,69.092522,75.197190,,1
6948,olson_pnas2021,2022,85.718727,82.938521,84.321833,0
6949,olson_pnas2021,2022,69.803619,75.622519,,1
6950,olson_pnas2021,2022,58.537739,76.619212,76.555988,0
6951,olson_pnas2021,2022,77.191589,78.377773,,1
6952,olson_pnas2021,2022,81.519905,,,0
6953,olson_pnas2021,2022,89.762543,92.329940,,1
6954,olson_pnas2021,2022,83.716820,81.270770,,1
6955,olson_pnas2021,2022,87.046326,81.415274,82.801715,0
6956,olson_pnas2021,2022,77.705559,79.289987,,1
6957,olson_pnas2021,2022,81.352982,80.565400,,1
6958,olson_pnas2021,2022,85.770500,79.858183,81.532029,0
6959,olson_pnas2021,2022,78.035355,79.040282,79.396134,0
6960,olson_pnas2021,2022,71.456841,80.061688,,1
6961,olson_pnas2021,2022,74.577347,76.782232,78.449620,0
6962,olson_pnas2021,2022,80.550110,79.916615,,1
6963,olson_pnas2021,2022,83.276901,80.137995,80.949972,0
6964,olson_pnas2021,2022,77.161369,79.111956,79.075674,0
6965,olson_pnas2021,2022,82.255157,81.319689,,1
6966,olson_pnas2021,2022,78.232674,79.287681,79.227094,0
6967,olson_pnas2021,2022,83.758560,83.967782,,1
6968,olson_pnas2021,2022,86.337898,84.084231,84.309052,0
6969,olson_pnas2021,2022,80.486771,82.862544,84.318063,0
6970,olson_pnas2021,2022,77.516525,79.988240,,1
6971,olson_pnas2021,2022,91.291634,85.085370,85.814258,0
6972,olson_pnas2021,2022,84.841713,84.597186,,1
6973,olson_pnas2021,2022,81.595177,79.527313,79.584923,0
6974,olson_pnas2021,2022,83.180046,84.247324,83.614414,0
6975,olson_pnas2021,2022,86.053535,82.298290,82.465271,0
6976,olson_pnas2021,2022,87.612946,84.604716,85.442728,0
6977,olson_pnas2021,2022,74.757050,77.044254,76.374089,0
6978,olson_pnas2021,2022,84.601944,82.716371,,1
6979,olson_pnas2021,2022,72.766205,78.434630,,1
6980,olson_pnas2021,2022,73.871796,78.153725,78.076034,0
6981,olson_pnas2021,2022,87.401497,82.931453,82.758055,0
6982,olson_pnas2021,2022,68.803375,74.780903,76.465459,0
6983,olson_pnas2021,2022,75.011314,76.584131,77.991011,0
6984,olson_pnas2021,2022,75.698410,78.203339,,1
6985,olson_pnas2021,2022,81.756592,80.603832,,1
6986,olson_pnas2021,2022,68.902122,75.832840,,1
6987,olson_pnas2021,2022,85.855003,84.222983,,1
6988,olson_pnas2021,2022,76.255486,80.831320,,1
6989,olson_pnas2021,2022,79.985252,79.413644,79.657521,0
6990,olson_pnas2021,2022,86.596558,82.375471,,1
6991,olson_pnas2021,2022,85.834190,81.768065,,1
6992,olson_pnas2021,2022,61.968758,76.680250,77.311525,0
6993,olson_pnas2021,2022,80.912750,80.836459,,1
6994,olson_pnas2021,2022,78.077301,77.908633,,1
6995,olson_pnas2021,2022,85.559669,85.265177,,1
6996,olson_pnas2021,2022,88.515594,90.552387,89.775390,0
6997,olson_pnas2021,2022,78.545555,77.383800,,1
6998,olson_pnas2021,2022,85.325394,82.076051,,1
6999,olson_pnas2021,2022,86.747780,83.085907,,1
7000,olson_pnas2021,2022,70.818169,75.779087,,1
7001,olson_pnas2021,2022,81.997726,79.177127,,1
7002,olson_pnas2021,2022,76.827744,78.788448,79.382007,0
7003,olson_pnas2021,2022,79.517715,79.837123,,1
7004,olson_pnas2021,2022,62.647293,75.392681,,1
7005,olson_pnas2021,2022,87.328339,82.976926,83.609982,0
7006,olson_pnas2021,2022,83.945572,85.497950,,1
7007,olson_pnas2021,2022,81.102943,80.945823,81.035688,0
7008,olson_pnas2021,2022,76.006218,77.377782,,1
7009,olson_pnas2021,2022,76.639091,79.531098,80.421661,0
7010,olson_pnas2021,2022,81.381470,87.701886,87.505693,0
7011,olson_pnas2021,2022,73.379272,76.684371,,1
7012,olson_pnas2021,2022,79.665215,81.194886,,1
7013,olson_pnas2021,2022,80.121269,77.935460,81.616453,0
7014,olson_pnas2021,2022,93.352272,86.661649,,1
7015,olson_pnas2021,2022,76.573975,79.732003,79.306625,0
7016,olson_pnas2021,2022,71.007935,76.020205,77.533682,0
7017,olson_pnas2021,2022,76.737404,76.639291,77.268716,0
7018,olson_pnas2021,2022,85.235939,81.110611,82.216483,0
7019,olson_pnas2021,2022,84.817261,82.422169,81.949061,0
7020,olson_pnas2021,2022,77.255478,79.167794,,1
7021,olson_pnas2021,2022,75.764969,76.921955,,1
7022,olson_pnas2021,2022,76.693237,79.710382,,1
7023,olson_pnas2021,2022,69.888306,78.832870,,1
7024,olson_pnas2021,2022,77.380821,80.598704,80.243722,0
7025,olson_pnas2021,2022,76.183243,79.296992,,1
7026,olson_pnas2021,2022,79.305061,82.330704,82.492583,0
7027,olson_pnas2021,2022,64.691093,77.929839,,1
7028,olson_pnas2021,2022,78.580162,80.003927,,1
7029,olson_pnas2021,2022,73.972672,82.898543,84.952667,0
7030,olson_pnas2021,2022,90.183937,82.650159,,1
7031,olson_pnas2021,2022,82.923767,80.601934,80.817931,0
7032,olson_pnas2021,2022,87.050468,84.757185,85.038903,0
7033,olson_pnas2021,2022,77.832428,78.636619,,1
